Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-06-23 07:36:21+00:00,1539874987376623616,"Right now world leaders, scientists, philanthropists and community champions are taking their seats at the #KigaliSummit on Malaria and NTDs today.

Let's make sure they #FigthForWhatCounts by making big commitments to end these beatable diseases to save millions of lives https://t.co/5HG2Sr795H",,0,0,0,1225796293102051329,[]
2022-06-23 07:32:29+00:00,1539874016625922051,"Communities &amp; CS in Indonesia 🇮🇩 came together co-organised by @The_Spiritians and @GFANAP to #FightForWhatCounts and #MeetTheTarget 🎯because we are #BetterTogether with the #PowerOfMore! 

For more information and the press release, please refer to https://t.co/9PgvSCq7G3",,1,0,1,940481937310867456,[]
2022-06-23 07:31:58+00:00,1539873887508373504,"Today we are at the #KigaliSummit to double down on commitments to #EndMalaria  and #NTDs. 

#TheBeatContinues to #FightForWhatCounts and #MeetTheTarget to end Malaria, HIV and TB. @GFAN_Africa @GlobalFund @WHORwanda @UKinRwanda @malarianomoreuk https://t.co/0jqSWE0QAK",,1,0,3,479377064,[]
2022-06-23 07:31:26+00:00,1539873752070094848,"India reports 86-pc fall in cases since 2015 79-pc reduction in deaths due to Malaria
https://t.co/TLPMDNHcS7 via NaMo App https://t.co/aOLAv4QmEx",,0,0,0,1286284234668142592,[]
2022-06-23 07:30:37+00:00,1539873546712793089,"India reports 86-pc fall in cases since 2015 79-pc reduction in deaths due to Malaria
https://t.co/TLPMDNHcS7 via NaMo App https://t.co/cF6HKek2Zm",,0,0,0,1286284234668142592,[]
2022-06-23 07:30:26+00:00,1539873498176397312,Gates Foundation: Time to regroup on malaria and NTDs https://t.co/sERpBJ2S4s,,0,0,0,277570942,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10046650630', 'name': 'Bill & Melinda Gates Foundation'}}]"
2022-06-23 07:30:22+00:00,1539873481789018112,"India reports 86-pc fall in cases since 2015 79-pc reduction in deaths due to Malaria
https://t.co/4VJ9Mhv2Zc via NaMo App https://t.co/coKLdsJdAQ",,0,0,0,1539149062263304193,[]
2022-06-23 07:30:15+00:00,1539873451942350849,"We’re here at the #KigaliSummit with world leaders, philanthropists, scientific experts, global influencers and community champions to double down on commitments to end malaria. Stay tuned for live updates! #Unlockthepotential @CHOGM2022 https://t.co/IlXEUGptxK",,1,0,2,39514461,[]
2022-06-23 07:29:53+00:00,1539873362398400514,Malaria Control Program Jobs in Balochistan 2022 https://t.co/4MZ1NFw4CT,,0,0,0,772839357963272193,[]
2022-06-23 07:28:06+00:00,1539872914237177857,"Join us! 
Today the #KigaliSummit for malaria &amp; #NTDs brings together world leaders, philanthropists, scientific experts, global influencers &amp; community champions to eliminate these diseases that affect billions of people globally. 
#beatNTDs
Register👉https://t.co/9WygodnVqX https://t.co/GoA5GxpsPz",,0,0,0,1085048551447523328,[]
2022-06-23 07:25:37+00:00,1539872286261399552,"India reports 86-pc fall in cases since 2015 79-pc reduction in deaths due to Malaria
https://t.co/cHTQyX7UxR

via NaMo App https://t.co/eZ9CLsUUZ8",,0,0,0,700652670177021952,[]
2022-06-23 07:23:22+00:00,1539871722844917761,"On the eve of the #KigaliSummit Summit, we visited malaria response sites in Bugesera district, Rwanda, an amazing opportunity to see community leadership in action. This is why we need to raise AT LEAST 18 billion for @GlobalFund replenishment. #fightforwhatcounts https://t.co/xK9GYnRnig",,0,0,0,915169086522486784,[]
2022-06-23 07:22:08+00:00,1539871410373509120,"Ahead of  #KigaliSummit on Malaria&amp;NTDs with our two lovely ambassadors @Kenagwa &amp; @_dinotshe who always support meaningful youth engagement from their very youthful hearts ♥️ .

Our intergenerational dialogues are always stronger with their presence. 

#ICommit #EndMalaria https://t.co/cNjGJnfNC8",{'place_id': '84f644e036f3dcb0'},2,0,4,1224923715013693440,[]
2022-06-23 07:21:23+00:00,1539871221780709376,"245 organisations in the Global Fund Advocates Network in an open letter to @ernkrans -  Keep your commitment to the Global Fund to Fight AIDS, Tuberculosis and Malaria #räddabiståndet https://t.co/fsbU9utfPO",,0,0,1,1966436862,[]
2022-06-23 07:19:50+00:00,1539870830703820800,"#EndMalaria #KigaliSummit #playyourpart 

Kigali Summit is happening now. Register to know more about the ongoing fights against Malaria and Neglected Tropical Diseases. Click the link below 👇

https://t.co/efLLweIAin https://t.co/BrqqMuqjm4",{'place_id': '3a31097caf999c9f'},0,0,0,1015516466584653824,[]
2022-06-23 07:19:49+00:00,1539870829613391875,"In few minutes ready the start #KigaliSummit  on Malaria and Neglected Tropical Diseases (NTDS)

*Unlock The Potential, ""Ending Malaria and NTDs to build a safer world"" at @IntareArena @CityofKigali 
@RBCRwanda
@RwandaHealth @RwandaGov @DrDanielNgamije @Aimable_MBI @ScoviaMutesi https://t.co/PPcGv2cU4l",,1,0,2,1358101779372781568,[]
