Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-10-28 14:47:25+00:00,1586006730978209792,"For someone like me that go years without falling sick, treating malaria third time this year is somehow. God abeg 🤲",,0,0,0,82437621,[]
2022-10-28 14:44:22+00:00,1586005960799174657,"“The town, I confess, greatly surprised me. I expected to find a squalid Southern village, with darkies snoozing on the horse blocks, pigs rooting under the houses and the inhabitants full of hookworm and malaria. What I found was a country town of charm and even beauty...”",,0,0,1,1285504186914942988,[]
2022-10-28 14:44:12+00:00,1586005918478524422,"Have you heard the buzz? @ONECampaign activists brought out all the stops to raise awareness and help raise a record-breaking $14.25 billion to defeat HIV, tuberculosis and malaria. https://t.co/CGKfrvxBxu",,0,0,1,4362952695,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit - Government/Education'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043140168', 'name': 'ONE'}}]"
2022-10-28 14:43:41+00:00,1586005788077735936,Debit alert gives malaria https://t.co/A0BXOsXxuz,,1,1,1,242525910,[]
2022-10-28 14:42:00+00:00,1586005366277562368,"Did you know we’re on Instagram?

Check out our page to stay connected with JHMRI and learn more about #malaria 🔬

https://t.co/Jd5pIBU7cP",,0,0,1,65679343,[]
2022-10-28 14:41:01+00:00,1586005120470470664,Killing Two Birds With One Stone - New Research Shows How Cancer Drug Could Fight Malaria @allafrica: https://t.co/WeiEcMuWzm #Africa @UCTIDM @UCT_news @WHO @H3D_UCT @Kelly_Chibale #EndMalaria #Malaria #SDG3 #Health https://t.co/hrRGWBljnM,,0,0,1,16683014,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286383048053805056', 'name': 'Africa'}}]"
2022-10-28 14:38:13+00:00,1586004415370125313,Africa: Killing Two Birds With One Stone – New Research Shows How Cancer Drug Could Fight Malaria https://t.co/4hxRv45WNV,,0,0,0,1268648928,[]
2022-10-28 14:38:11+00:00,1586004404985270273,Africa: Killing Two Birds With One Stone – New Research Shows How Cancer Drug Could Fight Malaria https://t.co/Vccqgw18cc,,0,0,0,949434683028398080,[]
2022-10-28 14:36:11+00:00,1586003901366444032,"NEW PAPER: ""Relationships between transmission of malaria in Africa and climate factors"" by Mafwele &amp; Lee in Sci. Reports (12): https://t.co/4OCpi6zTmb

The authors constructed &amp; analyzed climate networks to show how climate relates to malaria transmission in Africa; 1901-2015. https://t.co/yjtPZsGV8c",,0,0,0,1216852007228710917,[]
2022-10-28 14:35:04+00:00,1586003621128314880,"Malaria surging in Tigray, WHO warns | The Guardian Nigeria News - Nigeria and World News ⚠️ https://t.co/QgVJ6GnDpm",,2,0,1,57320024,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697121477832705', 'name': 'Publisher & News Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1066122339568386048', 'name': 'The Guardian', 'description': 'The Guardian'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '1328716181457436675', 'name': 'Nigeria national news', 'description': 'Nigeria national news'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '840159616101044224', 'name': 'World news', 'description': 'General Worldwide News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1066122339568386048', 'name': 'The Guardian', 'description': 'The Guardian'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1196447117297905665', 'name': 'News outlets'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1328716181457436675', 'name': 'Nigeria national news', 'description': 'Nigeria national news'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '1328716181457436675', 'name': 'Nigeria national news', 'description': 'Nigeria national news'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1328716181457436675', 'name': 'Nigeria national news', 'description': 'Nigeria national news'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1581041748934946816', 'name': ""War in Ethiopia's Tigray region escalates"", 'description': ""The war between the Tigray People's Liberation Front and the Ethiopian government has continued for almost two years. NPR reports that the conflict has claimed up to 600,000 and BBC News says a new escalation is seeing civilians becoming increasingly involved in the fighting. Keep it here for the latest. ""}}]"
2022-10-28 14:35:02+00:00,1586003612773142529,"Come work in the malaria CL3 @LSHTM!! A super interesting range of projects to work on (and a pretty great group of researchers, too) https://t.co/rbV1IhMy7Q",{'place_id': '5635c19c2b5078d1'},0,0,0,774521947,"[{'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855412191050121217', 'name': 'London', 'description': 'london'}}]"
2022-10-28 14:34:55+00:00,1586003581643198467,"Norway’s aid budget has helped battle diseases like malaria, and saved millions of lives. It has a huge global impact and is worth defending. Please @jonasgahrstore and @finansdep protect 1% of GNI for development assistance to support the world’s poorest!",,0,0,0,816244664227467265,[]
2022-10-28 14:34:39+00:00,1586003515930992640,"Malaria surging in Tigray, WHO warns https://t.co/jq8M7iytm0",,0,0,0,967017170524717056,[]
2022-10-28 14:18:51+00:00,1585999540871913474,"TRUE! They dosed @realDonaldJTrump WRONGLY w/ HCQ so he had 2 COME OFF of it. They gave him a MALARIA dose which requires a BREAK from Tx. If they'd been givin him a SLE or RA ""maintenance"" dose, he could've remained on it 4 LIFE.

HCQ &amp; IVM also cure some cancers. https://t.co/4eIPv2W0bz",,0,0,1,1519419051075899394,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-10-28 14:18:07+00:00,1585999356913598464,"Dating a NURSE is not Romantic at all, when she looks into your Eyes instead of her to see Love ❤️. She will see MALARIA 🤦‍♂️",,0,0,1,1391855576,[]
2022-10-28 14:17:20+00:00,1585999160347877376,"This week, MDU did medical outreaches in areas of Ndese landing site and Mayanzi in Entebbe. We treated people with various illnesses ranging from URIs, UTIs, GI infections, skin infections, wounds, Malaria, etc.
#sponsor #MakeADifference #education #volunteer #community https://t.co/XIE4QoLNze",,0,0,1,1548974062831108096,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696888568045569', 'name': 'Food & Beverage Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074751614123008000', 'name': 'Social causes', 'description': 'Social causes'}}]"
2022-10-28 14:14:42+00:00,1585998494271098880,"“As the flood waters &amp; the media attention recede, the crisis in Pakistan has become an acute child survival crisis. Frail, hungry children are fighting a losing battle against severe acute malnutrition, diarrhoea, malaria, dengue fever, typhoid, acute respiratory infections..."" https://t.co/eln6iDx6Zh",,0,0,0,354984556,[]
