Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-03-24 13:05:58+00:00,1506980641799548933,"Mosquitos 
Are unironically such a massive problem of an insect genius its not funny 
On Hawaii many unique bird species were driven completely to extention due to avian malaria",,0,0,0,1294483751750139904,[]
2022-03-24 13:02:13+00:00,1506979700626837510,"Predicting disease...read about the early warning signals of malaria resurgence in Kericho, Kenya https://t.co/BcvMMdJ9Ai in #BiologyLetters #resurgence #malaria #infectiousdisease #BSP60York #BSP2022 https://t.co/e2Je4zwAWT",,1,0,0,20507623,[]
2022-03-24 13:01:15+00:00,1506979455998300165,"""The assertion Covid isn’t as big a threat in Africa has sparked debate about whether the push to vaccinate 70% of Africans this year is the best use of health care resources, given devastation from other pathogens, such as malaria, appears much higher"" https://t.co/EpxYo9QIF1",,0,0,0,4898818718,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-03-24 13:00:17+00:00,1506979212971888641,"Today is #WorldTBDay. Tuberculosis is still the world’s most infectious killer— causing more deaths than malaria or even HIV and AIDS. 

How has it persisted for so long? https://t.co/vZjTCyGVCB",,2,0,2,259403751,[]
2022-03-24 12:51:03+00:00,1506976890933948417,"📣Where women lead, change happens ❗️
@GlobalFund to fight HIV, TB and Malaria recently adopted its new Strategy: Fighting Pandemics and Building a Healthier and More Equitable World (2023 – 2028). 
📰Read all about it here: https://t.co/QmN5jB9EBx
#WorldTBDay #TBResponse https://t.co/xPzCLt0rBR",,0,0,1,1193984897356115968,[]
2022-03-24 12:48:18+00:00,1506976199553155078,"Do you know that due to @sos_liberia programme and large-scale interventions through its Medical Centre in Liberia, child mortality has decreased in the last 2 years? Our intervention includes treatment of #malaria , #diarrhea , and #prevention . 
5-year-old Daniel is in the lab https://t.co/aYMYttprFy",,1,0,0,948937504480165888,[]
2022-03-24 12:45:47+00:00,1506975566238392324,"#CallingAllScientists. Abstract submission deadline for poster consideration at this year's World Malaria Day symposium is Monday, March 28. Please apply here: https://t.co/ZjY7zfkF7o The date of the event is April 25. Please join! 
@JohnsHopkinsSPH
@JohnsHopkinsMMI",,1,0,1,65679343,[]
2022-03-24 12:44:49+00:00,1506975319454273537,Yam flour (poundo) tastes like anti-malaria drug.. https://t.co/WwOkD0SsZQ,,0,0,1,1319069764459835393,[]
2022-03-24 12:30:11+00:00,1506971637090037767,"“Squashing malaria could save as many lives as covid-19 has taken
A jab that protects against the mosquito-borne killer is arriving at last” https://t.co/CrseJ71wo9 https://t.co/aPGVVojCQX",,0,0,0,7984722,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-03-24 12:23:41+00:00,1506970000866742277,"Global Malaria Diagnostics Market (2021 to 2026) - Industry Trends, Share, Size, Growth, Opportunity and Forecasts - https://t.co/guyiBzPH8C https://t.co/hSRKz8AQjB https://t.co/7YZNtvV3s5",,0,0,0,976297820532518914,[]
