,bauchi,benin,bida,calabar,enugu,gusau,ibadan,ikeja,jos,kaduna,kano,katsina,lagos,lokoja,maiduguri,minna,nguru,ondo,oshogbo,sokoto,warri,yelwa,yola,zaria
2022-07-15,18.6,4.2,0.0,4.3,1.1,11.9,1.0,0.8,9.8,0.0,0.7,0.7,0.8,0.1,3.9,0.0,1.2,1.6,1.3,2.3,1.8,9.8,0.8,0.8
2022-07-16,8.2,4.5,0.8,3.6,2.6,0.3,0.5,0.7,7.6,11.2,0.9,2.0,0.7,0.5,7.0,2.3,1.4,1.7,0.4,1.2,1.8,7.6,1.2,5.7
2022-07-17,7.3,2.1,4.4,4.4,1.1,2.5,1.1,0.6,4.1,4.9,26.2,8.1,0.6,5.0,0.5,5.5,0.7,2.4,1.9,2.3,1.3,4.1,0.4,5.1
2022-07-18,1.4,0.8,2.2,1.8,0.1,0.1,0.2,0.0,1.2,1.6,0.1,0.2,0.0,2.0,0.5,1.8,0.0,2.0,0.3,1.2,0.3,1.2,0.2,0.3
2022-07-19,4.0,0.5,1.6,2.2,0.0,1.3,0.2,0.0,7.1,2.3,0.2,1.0,0.0,0.3,0.2,3.6,0.2,0.3,0.5,0.0,0.0,7.1,0.0,4.4
2022-07-20,4.4,0.4,0.0,3.4,0.6,3.1,0.1,0.3,2.7,3.4,2.2,7.8,0.3,0.3,6.8,1.1,1.8,0.6,0.3,0.0,1.4,2.7,2.9,2.7
2022-07-21,0.1,0.6,0.4,1.5,2.0,1.6,0.2,0.0,2.8,3.7,0.1,1.3,0.0,1.0,0.1,1.7,0.9,0.6,0.1,2.6,0.1,2.8,0.0,3.3
2022-07-22,1.5,2.0,2.7,2.8,3.5,0.2,3.5,0.1,6.5,2.0,0.0,0.1,0.1,3.9,0.0,3.9,2.8,3.7,5.9,0.0,0.1,6.5,0.3,2.6
2022-07-23,0.6,8.1,6.2,2.8,5.2,2.8,5.4,1.5,5.8,3.8,0.0,0.1,1.5,3.0,0.1,3.5,2.9,7.7,7.7,1.3,2.9,5.8,5.3,2.2
2022-07-24,1.6,5.3,1.1,0.7,0.9,0.4,0.9,2.2,3.5,2.7,0.0,0.0,2.2,3.2,0.2,1.8,0.1,5.1,2.5,0.0,1.0,3.5,0.0,0.4
2022-07-25,1.4,6.4,2.4,26.9,3.4,0.2,0.7,0.3,4.1,4.4,0.0,0.0,0.3,3.9,0.0,3.2,4.6,6.0,4.4,1.9,5.0,4.1,0.6,3.0
2022-07-26,0.8,2.5,1.2,3.0,4.1,0.1,1.6,0.2,3.2,2.3,0.5,0.2,0.2,0.1,3.3,1.6,2.6,1.7,2.8,1.0,3.7,3.2,1.7,0.8
2022-07-27,2.7,3.1,1.2,9.2,2.8,0.2,0.5,0.8,4.8,2.4,0.4,0.3,0.8,0.4,3.0,2.3,7.8,1.8,0.4,0.0,5.2,4.8,0.7,1.7
2022-07-28,2.8,5.2,4.3,7.2,3.6,6.1,2.1,3.7,6.2,1.8,5.6,27.4,3.7,10.0,0.5,9.2,4.8,2.3,2.6,14.1,4.8,6.2,1.3,4.1
2022-07-29,2.6,3.2,0.6,1.8,3.0,0.2,0.5,1.0,4.9,0.3,0.1,0.1,1.0,3.5,0.0,0.5,2.1,2.2,0.3,0.0,0.8,4.9,2.0,0.5
2022-07-30,0.5,0.2,1.3,0.0,0.0,1.1,1.0,0.0,1.2,0.4,0.4,1.8,0.0,0.5,0.6,0.2,0.1,1.3,1.0,0.4,0.0,1.2,0.0,0.2
2022-07-31,0.7,4.8,3.6,3.8,2.9,1.6,0.1,0.2,2.7,2.0,3.6,7.8,0.2,0.2,0.6,4.5,3.6,2.4,2.1,3.1,3.3,2.7,0.0,1.2
2022-08-01,5.7,5.5,3.4,1.3,1.6,0.2,1.2,1.3,0.9,1.0,9.9,2.7,1.3,2.4,1.6,0.7,0.0,3.7,1.3,0.0,2.0,0.9,0.2,0.4
2022-08-02,4.4,2.4,1.2,0.0,0.7,4.5,0.3,0.4,3.1,7.0,7.6,8.6,0.4,3.0,6.8,2.7,0.0,3.0,1.2,0.3,0.6,3.1,0.5,12.3
2022-08-03,2.5,3.0,1.2,1.4,2.2,4.2,0.1,0.2,6.0,2.4,2.5,2.8,0.2,0.3,3.2,2.2,0.6,2.5,0.0,4.2,1.1,6.0,0.5,2.5
2022-08-04,0.8,0.2,0.3,0.2,0.1,0.5,0.2,0.2,4.2,1.5,0.0,0.2,0.2,0.3,0.0,0.5,0.0,0.5,0.2,1.0,0.3,4.2,0.2,0.7
2022-08-05,4.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.9,1.7,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.2,7.9,3.9,1.2
2022-08-06,1.7,0.0,0.2,1.8,0.8,1.3,0.0,0.0,1.7,0.9,0.7,0.2,0.0,0.3,0.4,0.1,1.0,0.0,0.0,0.1,0.0,1.7,2.5,1.2
2022-08-07,1.6,0.0,0.9,2.5,1.0,8.7,0.0,0.0,4.5,0.4,0.6,8.3,0.0,0.8,1.7,0.3,1.0,0.1,0.2,2.5,0.7,4.5,0.4,0.8
2022-08-08,2.0,0.0,1.4,3.2,0.9,0.6,0.0,0.0,2.3,0.8,4.0,0.6,0.0,0.5,0.9,0.8,2.8,0.0,0.1,0.5,1.6,2.3,1.6,1.0
2022-08-09,3.3,0.0,0.2,3.2,0.2,3.8,0.0,0.0,2.6,3.6,4.0,9.1,0.0,0.1,1.6,0.4,2.9,0.0,0.1,1.8,0.4,2.6,1.3,8.0
2022-08-10,9.8,0.3,0.4,4.7,0.6,0.5,0.0,0.0,11.5,2.4,2.2,1.2,0.0,0.0,1.7,0.7,4.3,0.0,0.0,0.3,1.2,11.5,0.9,2.7
2022-08-11,3.6,0.5,1.6,2.1,0.5,1.6,0.2,0.0,4.3,4.5,23.5,9.3,0.0,0.5,0.6,2.1,0.8,0.0,0.4,8.8,0.0,4.3,4.8,10.2
2022-08-12,0.6,1.7,5.9,6.1,1.7,9.7,0.1,0.0,3.2,0.6,0.1,9.6,0.0,1.0,0.0,3.3,1.1,0.0,0.2,5.9,0.6,3.2,0.0,0.2
2022-08-13,5.0,0.2,2.1,6.0,0.4,5.0,0.8,0.0,7.5,0.9,2.2,0.5,0.0,1.3,3.2,1.3,2.4,0.1,0.2,0.0,0.3,7.5,6.9,0.5
2022-08-14,4.3,7.0,11.0,3.1,2.0,7.7,1.4,3.1,4.6,8.5,8.1,3.8,3.1,2.8,4.4,5.0,1.7,6.2,8.6,2.9,5.7,4.6,0.6,15.5
2022-08-15,1.0,7.8,1.8,3.1,2.7,1.8,0.9,3.0,0.4,1.6,1.0,2.0,3.0,2.6,0.6,0.9,2.7,10.1,0.9,4.9,3.0,0.4,0.4,1.4
2022-08-16,1.1,0.7,4.6,0.0,0.0,15.3,1.6,2.2,1.2,1.8,4.5,15.1,2.2,0.9,1.3,1.6,0.0,2.6,2.9,16.2,0.0,1.2,0.1,1.9
2022-08-17,4.0,0.0,2.2,0.0,0.0,1.7,0.0,0.0,2.7,2.7,0.1,0.0,0.0,0.2,0.8,2.4,0.0,0.0,0.0,0.5,0.0,2.7,0.2,2.6
2022-08-18,4.5,0.3,7.8,1.1,0.0,3.8,0.0,0.0,3.7,2.1,3.4,7.6,0.0,1.2,1.6,9.2,0.3,0.0,0.3,2.5,0.0,3.7,0.8,2.4
2022-08-19,4.0,0.2,1.0,3.6,0.7,2.0,3.2,0.4,2.5,25.3,0.5,3.2,0.4,2.7,0.7,1.0,0.0,2.3,6.9,1.0,0.2,2.5,3.5,4.8
2022-08-20,6.3,0.3,1.5,0.2,0.3,2.1,0.4,0.6,4.2,3.5,1.6,4.1,0.6,0.8,0.3,0.3,0.1,1.0,1.0,3.2,0.4,4.2,0.3,6.1
2022-08-21,3.1,0.0,1.4,0.0,0.3,1.9,0.6,0.0,1.8,2.0,3.2,3.4,0.0,0.5,0.0,0.7,0.0,0.1,1.6,1.1,0.0,1.8,0.9,3.8
2022-08-22,8.2,1.0,6.0,1.3,0.6,2.0,0.4,0.0,5.2,5.7,14.5,9.0,0.0,3.8,0.0,5.9,0.0,0.6,1.0,0.8,0.1,5.2,4.8,4.7
2022-08-23,3.3,1.1,1.7,0.7,1.3,3.9,2.7,0.3,0.2,0.4,1.0,18.8,0.3,1.7,0.0,0.9,1.0,1.1,2.5,3.3,0.4,0.2,1.2,1.5
2022-08-24,7.8,2.5,0.2,0.9,0.9,0.0,0.0,0.0,3.0,3.0,2.2,15.9,0.0,0.0,7.7,1.0,0.5,1.3,0.2,0.4,1.9,3.0,5.1,3.3
2022-08-25,15.3,0.2,0.8,4.2,1.2,6.5,0.1,0.0,6.5,5.7,9.7,18.6,0.0,0.3,2.2,1.9,2.4,0.0,0.1,4.9,0.3,6.5,3.8,8.0
2022-08-26,1.0,3.4,1.2,0.2,2.6,1.8,1.9,0.2,1.4,0.9,0.1,3.4,0.2,3.3,6.1,1.7,0.1,1.5,1.4,0.6,1.1,1.4,0.4,2.7
2022-08-27,7.3,0.3,1.5,0.8,0.9,1.0,1.0,0.3,3.6,2.3,5.3,5.2,0.3,1.7,0.2,2.6,1.3,0.4,1.4,1.4,0.2,3.6,1.2,6.2
2022-08-28,6.9,0.3,0.8,1.2,0.3,7.0,0.1,0.0,6.4,6.0,3.8,3.3,0.0,0.0,0.3,4.8,0.1,0.2,0.3,3.0,0.1,6.4,0.0,9.0
2022-08-29,8.3,0.2,4.9,0.4,0.7,1.5,2.8,0.2,19.1,11.2,4.1,3.6,0.2,15.3,25.1,3.9,0.7,0.4,2.1,4.4,0.9,19.1,3.8,5.5
2022-08-30,15.1,2.8,32.0,3.4,3.8,5.1,1.7,0.2,17.3,9.0,1.0,0.0,0.2,23.6,0.0,24.5,5.1,11.7,3.8,2.3,3.4,17.3,3.0,6.1
2022-08-31,1.2,1.7,3.0,3.7,3.9,2.7,2.1,0.5,4.3,2.5,2.7,9.6,0.5,1.7,0.5,3.8,4.1,3.5,1.1,0.1,1.8,4.3,3.3,5.2
2022-09-01,6.8,6.4,3.3,3.8,8.9,4.3,1.6,2.2,14.9,17.0,4.7,11.8,2.2,4.6,2.5,3.5,1.2,4.4,8.0,5.8,3.7,14.9,2.8,11.9
2022-09-02,7.0,0.6,4.9,0.0,1.4,1.1,0.2,1.0,9.9,5.7,1.0,2.5,1.0,1.0,0.2,7.7,2.1,1.7,1.3,6.5,1.4,9.9,1.2,2.0
2022-09-03,0.3,2.5,0.5,0.6,1.6,1.6,0.4,0.1,0.4,2.6,2.2,1.4,0.1,1.2,0.2,0.8,0.6,1.1,0.6,4.0,1.3,0.4,0.0,2.9
2022-09-04,2.0,0.2,0.1,4.8,0.8,1.0,0.8,0.2,4.4,0.7,0.8,0.4,0.2,2.0,1.0,0.1,1.6,0.7,1.3,0.4,0.1,4.4,0.1,1.2
2022-09-05,1.1,2.7,2.4,2.9,1.9,2.1,0.7,0.4,3.0,1.3,3.0,9.0,0.4,0.4,1.4,2.5,3.0,3.1,0.8,0.4,2.8,3.0,0.8,1.1
2022-09-06,6.6,3.7,8.6,3.5,1.9,7.4,1.1,0.9,4.9,4.7,3.1,2.1,0.9,5.6,0.3,7.3,2.1,2.3,2.4,3.9,1.7,4.9,1.7,11.9
2022-09-07,1.7,4.1,4.6,1.8,3.0,2.7,1.7,0.8,1.9,1.0,1.9,0.2,0.8,3.5,0.2,1.8,0.4,3.8,2.6,0.1,1.9,1.9,0.3,3.6
2022-09-08,2.9,0.1,1.2,4.2,0.8,0.7,0.4,0.0,6.1,0.3,0.7,1.6,0.0,0.9,1.7,2.4,0.2,0.5,0.6,0.9,0.0,6.1,0.8,0.5
2022-09-09,0.7,1.8,1.2,0.7,3.4,0.2,1.5,0.1,1.4,0.9,7.1,5.6,0.1,0.7,6.0,2.8,0.3,1.9,2.2,0.2,0.0,1.4,1.7,7.4
2022-09-10,1.9,1.6,11.3,2.0,3.3,2.6,0.4,0.4,2.9,3.5,9.7,8.6,0.4,16.9,3.5,8.9,0.6,2.1,3.3,0.0,0.4,2.9,3.4,9.4
2022-09-11,0.4,1.8,3.9,0.5,0.9,0.7,1.2,1.5,0.9,1.7,0.7,1.2,1.5,2.3,2.0,1.5,0.2,1.9,1.5,0.6,0.1,0.9,0.8,0.1
2022-09-12,0.3,4.4,0.3,2.9,1.2,2.9,2.4,1.5,3.8,0.4,1.1,2.4,1.5,1.5,1.2,0.4,0.4,4.6,6.2,0.9,0.3,3.8,0.1,0.5
2022-09-13,2.8,5.4,2.1,3.7,3.4,1.4,0.9,0.7,2.4,1.1,1.6,0.0,0.7,0.7,1.3,2.5,2.3,3.1,1.2,0.9,1.5,2.4,1.9,3.2
2022-09-14,0.4,2.0,7.2,0.5,0.3,1.6,0.6,0.0,3.2,3.8,0.6,0.0,0.0,0.3,0.7,1.7,0.4,0.4,0.3,0.0,0.4,3.2,0.0,6.2
2022-09-15,0.4,2.9,3.3,3.9,3.5,0.2,3.2,2.4,1.5,4.9,0.3,0.0,2.4,5.0,0.1,3.1,2.4,4.7,3.0,0.0,0.4,1.5,0.9,5.2
2022-09-16,2.4,1.7,2.2,9.4,3.2,0.1,0.5,0.7,3.0,1.3,1.1,0.2,0.7,2.1,1.6,6.5,6.0,0.7,0.6,0.5,0.3,3.0,3.4,1.7
2022-09-17,3.3,0.5,4.2,4.9,2.9,2.6,0.0,0.2,9.4,3.4,2.7,6.7,0.2,2.9,1.3,2.4,2.3,0.3,0.1,3.0,2.1,9.4,3.7,3.9
2022-09-18,12.2,3.1,3.1,1.4,3.1,0.6,3.4,0.6,6.7,5.1,1.4,1.0,0.6,1.8,0.9,1.8,1.0,3.5,2.9,0.2,0.5,6.7,4.6,3.4
2022-09-19,0.5,3.2,6.1,1.0,4.9,3.0,4.5,6.5,2.9,1.3,0.6,1.4,6.5,6.3,0.0,0.9,1.7,20.1,5.6,1.1,0.3,2.9,0.0,2.6
2022-09-20,0.4,3.0,1.3,0.9,0.4,0.3,6.2,2.2,2.1,0.5,0.0,0.0,2.2,0.7,5.8,1.0,3.4,3.5,4.8,3.0,1.7,2.1,0.1,0.2
2022-09-21,1.8,0.9,0.3,3.3,1.9,2.0,2.3,0.0,3.7,2.7,0.3,2.8,0.0,1.4,0.6,0.7,3.0,0.9,1.6,0.0,1.3,3.7,2.4,4.4
2022-09-22,0.0,2.7,1.6,5.6,2.7,2.0,3.1,1.3,0.9,3.6,0.1,3.6,1.3,2.1,0.1,2.8,6.7,3.3,5.3,4.9,3.5,0.9,0.0,1.0
2022-09-23,0.0,2.4,3.4,2.4,1.1,0.1,2.5,2.2,3.0,5.7,0.2,0.1,2.2,2.8,0.2,2.7,2.1,2.5,3.0,0.0,0.5,3.0,0.9,3.4
2022-09-24,0.8,4.3,3.5,2.1,3.6,1.1,3.4,4.1,1.7,4.3,0.2,0.3,4.1,1.7,0.4,4.2,3.0,2.2,2.7,2.0,3.8,1.7,0.0,2.0
2022-09-25,1.1,3.6,1.9,6.4,8.2,0.7,0.2,1.1,1.2,1.7,0.2,0.0,1.1,0.1,0.0,0.5,10.7,1.1,0.2,0.0,0.6,1.2,1.2,0.5
2022-09-26,1.4,3.7,2.3,9.1,13.5,0.2,2.3,6.3,1.5,1.3,0.2,0.0,6.3,1.0,0.0,2.1,4.2,1.4,2.9,0.0,4.1,1.5,1.0,0.3
2022-09-27,2.4,0.9,0.9,4.0,0.5,0.1,0.3,0.8,3.5,0.7,0.0,0.0,0.8,0.0,0.3,0.2,2.1,0.2,0.1,0.0,2.7,3.5,2.9,0.4
2022-09-28,5.4,13.4,3.4,25.5,22.0,4.4,1.1,7.5,12.5,4.7,1.4,14.8,7.5,8.4,0.3,4.6,5.3,6.0,1.0,0.0,11.7,12.5,2.3,1.0
2022-09-29,0.4,1.0,0.1,2.9,0.5,1.7,0.8,6.0,3.4,0.6,0.9,2.9,6.0,0.2,0.3,0.1,0.5,0.9,1.6,0.0,1.0,3.4,1.9,2.8
2022-09-30,1.1,3.3,2.3,3.4,3.4,0.9,6.1,1.7,2.7,1.5,1.8,8.1,1.7,4.7,0.7,4.1,4.9,5.5,5.7,9.5,1.1,2.7,0.0,1.3
2022-10-01,0.3,2.9,1.3,2.6,3.8,1.1,3.1,5.9,2.6,2.4,0.8,2.9,5.9,0.5,0.2,2.7,3.2,6.5,2.6,0.1,3.2,2.6,1.1,2.0
2022-10-02,9.2,2.5,0.9,0.2,0.3,0.6,0.6,5.1,3.9,2.9,0.4,0.3,5.1,0.8,0.2,2.9,0.9,1.8,0.2,0.4,3.7,3.9,0.8,3.0
2022-10-03,6.7,0.1,0.6,0.1,0.0,0.0,0.1,0.0,4.9,0.7,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.2,0.2,0.0,4.9,0.3,0.7
2022-10-04,3.4,0.1,1.2,0.0,0.0,7.2,0.3,0.0,2.6,2.5,0.6,2.7,0.0,0.2,0.0,0.7,0.2,0.5,1.9,0.0,0.0,2.6,0.5,1.7
2022-10-05,0.8,1.3,8.6,1.6,1.4,2.6,2.8,0.0,1.3,2.3,0.8,0.0,0.0,1.6,0.2,3.8,2.9,1.7,3.9,0.7,2.1,1.3,2.1,3.8
2022-10-06,0.7,4.8,1.8,3.3,4.2,0.7,6.1,0.5,2.7,3.0,0.0,0.0,0.5,5.6,0.0,0.8,5.0,6.2,9.8,0.1,4.4,2.7,0.1,4.2
2022-10-07,0.9,3.4,3.2,4.1,11.3,2.0,4.6,4.8,3.3,2.5,0.0,0.0,4.8,3.0,0.0,3.6,3.6,3.6,1.2,0.4,3.9,3.3,1.3,2.8
2022-10-08,0.0,0.3,2.4,1.7,4.2,0.0,0.2,0.1,1.7,2.5,0.0,0.0,0.1,0.4,0.1,2.8,1.8,0.2,2.4,0.0,0.1,1.7,0.0,0.4
2022-10-09,0.0,0.1,1.2,0.4,1.7,0.0,2.7,0.2,0.4,0.1,0.0,0.0,0.2,1.6,0.0,3.2,2.6,0.4,2.4,0.0,1.0,0.4,0.0,0.0
2022-10-10,0.0,0.0,0.1,0.0,0.2,0.0,1.1,0.5,0.7,0.8,0.0,0.0,0.5,0.1,0.0,0.3,0.0,0.4,1.5,0.0,1.2,0.7,4.5,0.0
2022-10-11,0.0,1.9,3.8,2.5,1.8,0.0,1.2,0.1,0.8,1.3,0.0,0.0,0.1,0.1,0.4,0.5,4.0,1.7,1.5,0.0,3.3,0.8,2.7,0.2
2022-10-12,2.6,2.6,1.4,1.9,1.6,0.0,0.4,2.8,1.8,0.2,0.0,0.0,2.8,3.2,0.6,2.0,1.9,1.7,1.9,0.0,1.2,1.8,0.5,0.2
2022-10-13,0.4,1.4,0.9,3.0,15.6,0.0,0.3,2.1,1.2,3.1,0.5,0.0,2.1,1.5,0.2,4.8,5.7,0.4,1.7,0.0,12.5,1.2,0.0,1.3
2022-10-14,0.6,0.0,0.2,1.4,1.0,0.0,0.5,0.5,0.6,0.8,0.4,0.0,0.5,0.4,0.0,1.1,0.1,0.4,0.8,0.0,2.9,0.6,1.5,0.3
2022-10-15,0.0,0.1,0.0,6.6,3.4,0.0,0.4,0.3,0.3,0.0,0.0,0.0,0.3,0.4,0.2,0.1,2.2,0.7,0.9,0.0,0.5,0.3,0.8,0.0
2022-10-16,0.0,0.9,0.0,1.9,0.1,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.9,0.6,0.0,0.0,1.4,1.2,0.8,0.0,1.8,0.0,0.0,0.0
2022-10-17,0.0,1.1,0.0,0.0,0.1,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.4,1.0,1.4,0.0,0.3,0.0,0.0,0.0
2022-10-18,0.0,1.5,0.2,5.4,3.0,0.0,2.9,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.3,1.2,1.6,0.0,1.0,0.0,0.0,0.0
2022-10-19,0.0,1.7,0.1,6.4,2.4,0.0,1.4,0.6,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,4.5,2.7,2.0,0.0,2.4,0.0,0.0,0.0
2022-10-20,0.0,1.6,0.0,8.7,2.0,0.0,0.7,2.0,0.0,0.0,0.0,0.0,2.0,0.6,0.0,0.0,6.7,3.8,0.9,0.0,2.9,0.0,0.0,0.0
2022-10-21,0.0,1.9,0.1,1.3,0.4,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.7,2.3,1.1,0.0,4.8,0.0,0.4,0.0
2022-10-22,0.0,0.8,0.6,2.1,0.4,0.0,1.6,0.5,0.0,0.0,0.0,0.0,0.5,3.1,0.0,0.0,2.4,3.6,4.2,0.0,0.7,0.0,0.0,0.0
2022-10-23,0.0,1.0,0.0,5.2,3.4,0.0,1.3,0.7,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.0,9.0,1.2,2.0,0.0,1.1,0.0,0.2,0.0
2022-10-24,0.2,5.6,0.1,2.4,2.7,0.0,1.2,1.4,0.4,0.3,0.0,0.0,1.4,0.0,0.0,0.0,4.9,3.2,1.2,0.0,2.6,0.4,0.0,0.1
2022-10-25,0.2,1.5,0.5,1.1,0.3,0.0,3.3,0.2,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.4,4.4,3.0,0.0,0.9,0.2,0.0,0.0
2022-10-26,0.0,1.4,1.6,2.4,0.7,0.0,2.3,0.5,0.0,0.1,0.0,0.0,0.5,2.0,0.0,1.1,2.7,1.8,2.8,0.0,2.5,0.0,0.0,0.0
2022-10-27,0.0,0.9,0.4,1.7,0.4,0.0,1.0,1.1,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0,1.6,1.3,1.8,0.0,0.5,0.0,0.0,0.0
2022-10-28,0.0,4.2,0.0,5.6,2.7,0.0,0.3,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,26.3,1.8,0.2,0.0,9.4,0.0,0.0,0.0
2022-10-29,0.0,0.9,0.0,5.9,0.6,0.0,0.4,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,5.0,0.5,0.5,0.0,1.9,0.0,0.0,0.0
2022-10-30,0.0,0.8,0.0,1.0,0.6,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.0,2.3,0.6,0.0,0.7,0.0,0.0,0.0
2022-10-31,0.0,0.3,0.0,2.6,0.1,0.0,0.3,1.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,4.0,0.8,0.1,0.0,1.7,0.0,0.0,0.0
2022-11-01,0.0,0.1,0.0,2.8,0.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.2,0.8,0.0,0.0,3.0,0.0,0.0,0.0
2022-11-02,0.0,0.4,0.0,2.9,0.0,0.0,0.1,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.6,0.7,0.0,0.0,1.5,0.0,0.0,0.0
2022-11-03,0.0,0.5,0.0,2.5,0.1,0.0,0.3,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.9,1.4,0.0,0.0,2.5,0.0,0.0,0.0
2022-11-04,0.0,1.4,0.0,1.1,0.3,0.0,1.2,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,2.6,1.6,0.2,0.0,3.7,0.0,0.0,0.0
2022-11-05,0.0,0.1,0.0,1.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.5,0.4,0.0,1.5,0.0,0.0,0.0
2022-11-06,0.0,0.2,0.0,0.7,0.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.8,2.0,0.4,0.0,0.6,0.0,0.0,0.0
2022-11-07,0.0,0.2,0.0,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.3,0.0,0.0,0.0
2022-11-08,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.1,0.0,0.0,0.0
2022-11-09,0.0,1.4,0.0,2.6,0.3,0.0,0.1,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.1,1.0,0.1,0.0,2.0,0.0,0.0,0.0
2022-11-10,0.0,1.9,0.0,1.7,0.2,0.0,1.9,2.1,0.0,0.0,0.0,0.0,2.1,0.1,0.0,0.0,2.9,2.6,0.1,0.0,2.3,0.0,0.0,0.0
2022-11-11,0.0,1.7,0.1,2.7,0.3,0.0,1.6,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,1.4,2.4,2.0,0.0,1.9,0.0,0.0,0.0
2022-11-12,0.0,2.2,0.0,1.4,0.3,0.0,2.1,4.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,2.4,2.6,4.4,0.0,2.5,0.0,0.0,0.0
2022-11-13,0.0,0.4,0.0,1.8,0.0,0.0,0.3,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.9,0.5,0.0,0.0,1.0,0.0,0.0,0.0
2022-11-14,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2022-11-15,0.0,0.1,0.0,0.9,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.0,0.0,0.0,0.0
2022-11-16,0.0,0.1,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.6,0.0,0.0,0.0
2022-11-17,0.0,0.4,0.0,1.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.3,0.0,0.0,0.0
2022-11-18,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-19,0.0,1.2,0.0,1.8,0.0,0.0,0.3,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.9,0.9,0.4,0.0,2.4,0.0,0.0,0.0
2022-11-20,0.0,0.5,0.0,0.7,0.1,0.0,2.2,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6,0.2,0.0,2.4,0.0,0.0,0.0
2022-11-21,0.0,0.5,0.0,1.1,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-11-22,0.0,0.3,0.0,3.0,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.8,0.1,0.0,0.9,0.0,0.0,0.0
2022-11-23,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
